241	1
242	3
242	4
243	5
243	6
244	7
245	9
245	10
246	12
247	15
248	2
249	8
250	11
251	16
252	1
253	3
254	7
255	10
255	14
256	13
257	4
258	5
258	6
259	11
259	12
260	15
261	16
262	1
263	2
264	3
265	7
266	8
267	9
268	10
269	13
270	14
271	1
272	3
272	4
273	5
273	6
274	7
275	9
275	10
276	12
277	15
278	2
279	8
280	11
281	16
282	1
283	3
284	7
285	10
285	14
286	13
287	4
288	5
288	6
289	11
289	12
290	15
291	16
292	1
293	2
294	3
295	7
296	8
297	9
298	10
299	13
300	14
301	17
302	19
302	20
303	21
303	22
304	23
305	25
305	26
306	28
307	31
308	18
309	24
310	27
311	32
312	17
313	19
314	23
315	26
315	30
316	29
317	20
318	21
318	22
319	27
319	28
320	31
321	32
322	17
323	18
324	19
325	23
326	24
327	25
328	26
329	29
330	30
331	17
332	19
332	20
333	21
333	22
334	23
335	25
335	26
336	28
337	31
338	18
339	24
330	27
341	32
342	17
343	19
344	23
345	26
345	30
346	29
347	20
348	21
348	22
349	27
349	28
350	31
351	32
352	17
353	18
354	19
355	23
356	24
357	25
358	26
359	29
360	30
361	1
362	3
362	4
363	5
363	6
364	7
365	9
365	10
366	12
367	15
368	2
369	8
370	11
371	16
372	1
373	3
374	7
375	10
375	14
376	13
377	4
378	5
378	6
379	11
379	12
380	15
381	16
382	1
383	2
384	3
385	7
386	8
387	9
388	10
389	13
390	14
391	1
392	3
392	4
393	5
393	6
394	7
395	9
395	10
396	12
397	15
398	2
399	8
400	11
401	16
402	1
403	3
404	7
405	10
405	14
406	13
407	4
408	5
408	6
409	11
409	12
410	15
411	16
412	1
413	2
414	3
415	7
416	8
417	9
418	10
419	13
420	14
421	17
422	19
422	20
423	21
423	22
424	23
425	25
425	26
426	28
427	31
428	18
429	24
430	27
431	32
432	17
433	19
434	23
435	26
435	30
436	29
437	20
438	21
438	22
439	27
439	28
440	31
441	32
442	17
443	18
444	19
445	23
446	24
447	25
448	26
449	29
450	30
451	17
452	19
452	20
453	21
453	22
454	23
455	25
455	26
456	28
457	31
458	18
459	24
450	27
461	32
462	17
463	19
464	23
465	26
465	30
466	29
467	20
468	21
468	22
469	27
469	28
470	31
471	32
472	17
473	18
474	19
475	23
476	24
477	25
478	26
479	29
480	30
481	1
482	3
482	4
483	5
483	6
484	7
485	9
485	10
486	12
487	15
488	2
489	8
490	11
491	16
492	1
493	3
494	7
495	10
495	14
496	13
497	4
498	5
498	6
499	11
499	12
500	15
501	16
502	1
503	2
504	3
505	7
506	8
507	9
508	10
509	13
510	14
511	1
512	3
512	4
513	5
513	6
514	7
515	9
515	10
516	12
517	15
518	2
519	8
520	11
521	16
522	1
523	3
524	7
525	10
525	14
526	13
527	4
528	5
528	6
529	11
529	12
530	15
531	16
532	1
533	2
534	3
535	7
536	8
537	9
538	10
539	13
540	14
541	17
542	19
542	20
543	21
543	22
544	23
545	25
545	26
546	28
547	31
548	18
549	24
550	27
551	32
552	17
553	19
554	23
555	26
555	30
556	29
557	20
558	21
558	22
559	27
559	28
560	31
561	32
562	17
563	18
564	19
565	23
566	24
567	25
568	26
569	29
570	30
571	17
572	19
572	20
573	21
573	22
574	23
575	25
575	26
576	28
577	31
578	18
579	24
570	27
581	32
582	17
583	19
584	23
585	26
585	30
586	29
587	20
588	21
588	22
589	27
589	28
590	31
591	32
592	17
593	18
594	19
595	23
596	24
597	25
598	26
599	29
600	30
601	1
602	3
602	4
603	5
603	6
604	7
605	9
605	10
606	12
607	15
608	2
609	8
610	11
611	16
612	1
613	3
614	7
615	10
615	14
616	13
617	4
618	5
618	6
619	11
619	12
620	15
621	16
622	1
623	2
624	3
625	7
626	8
627	9
628	10
629	13
630	14
631	1
632	3
632	4
633	5
633	6
634	7
635	9
635	10
636	12
637	15
638	2
639	8
640	11
641	16
642	1
643	3
644	7
645	10
645	14
646	13
647	4
648	5
648	6
649	11
649	12
650	15
651	16
652	1
653	2
654	3
655	7
656	8
657	9
658	10
659	13
660	14
661	17
662	19
662	20
663	21
663	22
664	23
665	25
665	26
666	28
667	31
668	18
669	24
670	27
671	32
672	17
673	19
674	23
675	26
675	30
676	29
677	20
678	21
678	22
679	27
679	28
680	31
681	32
682	17
683	18
684	19
685	23
686	24
687	25
688	26
689	29
690	30
691	17
692	19
692	20
693	21
693	22
694	23
695	25
695	26
696	28
697	31
698	18
699	24
690	27
701	32
702	17
703	19
704	23
705	26
705	30
706	29
707	20
708	21
708	22
709	27
709	28
710	31
711	32
712	17
713	18
714	19
715	23
716	24
717	25
718	26
719	29
720	30
721	1
722	3
722	4
723	5
723	6
724	7
725	9
725	10
726	12
727	15
728	2
729	8
730	11
731	16
732	1
733	3
734	7
735	10
735	14
736	13
737	4
738	5
738	6
739	11
739	12
740	15
741	16
742	1
743	2
744	3
745	7
746	8
747	9
748	10
749	13
750	14
751	1
752	3
752	4
753	5
753	6
754	7
755	9
755	10
756	12
757	15
758	2
759	8
760	11
761	16
762	1
763	3
764	7
765	10
765	14
766	13
767	4
768	5
768	6
769	11
769	12
770	15
771	16
772	1
773	2
774	3
775	7
776	8
777	9
778	10
779	13
780	14
781	17
782	19
782	20
783	21
783	22
784	23
785	25
785	26
786	28
787	31
788	18
789	24
790	27
791	32
792	17
793	19
794	23
795	26
795	30
796	29
797	20
798	21
798	22
799	27
799	28
800	31
801	32
802	17
803	18
804	19
805	23
806	24
807	25
808	26
809	29
810	30
811	17
812	19
812	20
813	21
813	22
814	23
815	25
815	26
816	28
817	31
818	18
819	24
810	27
821	32
822	17
823	19
824	23
825	26
825	30
826	29
827	20
828	21
828	22
829	27
829	28
830	31
831	32
832	17
833	18
834	19
835	23
836	24
837	25
838	26
839	29
840	30
841	1
842	3
842	4
843	5
843	6
844	7
845	9
845	10
846	12
847	15
848	2
849	8
850	11
851	16
852	1
853	3
854	7
855	10
855	14
856	13
857	4
858	5
858	6
859	11
859	12
860	15
861	16
862	1
863	2
864	3
865	7
866	8
867	9
868	10
869	13
870	14
871	1
872	3
872	4
873	5
873	6
874	7
875	9
875	10
876	12
877	15
878	2
879	8
880	11
881	16
882	1
883	3
884	7
885	10
885	14
886	13
887	4
888	5
888	6
889	11
889	12
890	15
891	16
892	1
893	2
894	3
895	7
896	8
897	9
898	10
899	13
900	14
901	17
902	19
902	20
903	21
903	22
904	23
905	25
905	26
906	28
907	31
908	18
909	24
910	27
911	32
912	17
913	19
914	23
915	26
915	30
916	29
917	20
918	21
918	22
919	27
919	28
920	31
921	32
922	17
923	18
924	19
925	23
926	24
927	25
928	26
929	29
930	30
931	17
932	19
932	20
933	21
933	22
934	23
935	25
935	26
936	28
937	31
938	18
939	24
930	27
941	32
942	17
943	19
944	23
945	26
945	30
946	29
947	20
948	21
948	22
949	27
949	28
950	31
951	32
952	17
953	18
954	19
955	23
956	24
957	25
958	26
959	29
960	30
